pref,category,name,url,movie,image,description
静岡県,実装部門（町・村）,予約・乗車システムを活用したデマンドバスによる地域生活圏のモビリティの充実,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/22-3.pdf,,,
静岡県,アイデア部門,多機能カーブミラーによる交通安全対策推進事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/22-4.pdf,https://nettv.gov-online.go.jp/prg/prg24687.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024687.jpg,藤枝市では、市内で発生する人身交通事故の約３割を占める「出会い頭事故」を減らすため、官民共同で多機能カーブミラーを開発しました。交差点への接近車両をAIカメラセンサーで感知し、カーブミラー周囲と鏡面に搭載したLEDにより注意喚起を行います。
愛知県,実装部門（指定都市・中核市・施行時特例市等）,AIを活用した地域防犯パトロール活動の活性化,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/23-1.pdf,,,
愛知県,実装部門（上記を除く市）,ＬＩＮＥ連携によるオンライン申請サービスへの取組,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/23-2.pdf,,,
愛知県,実装部門（町・村）,もりもり筋(きん)活(かつ)＆こつこつ骨(ほね)活(かつ)「骨折予防プロジェクト！」,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/23-3.pdf,,,
愛知県,アイデア部門,救急活動のＤＸで市民サービスを向上,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/23-4.pdf,https://nettv.gov-online.go.jp/prg/prg24685.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024685.png,豊田市消防本部では、令和4年4月から民間企業と「救急医療情報システム」の実証試験を行っています。これまでアナログだった救急活動のDXに取り組むことで、現場滞在時間の短縮等、「市民の生命を守る」という最大の市民サービス向上を図っています。
三重県,アイデア部門,「Green & Digital Mie」三重広域連携DXプラットフォーム推進事業～自然あふれる地域の魅力と、利便性の高いデジタルサービスが融合した、魅力あるまちづくり～,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/24-4.pdf,,,
滋賀県,実装部門（町・村）,日野町版デジタル「EBPM」の実現,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/25-3.pdf,,,
滋賀県,アイデア部門,デジタル地域通貨を活用した市民のデジタルリテラシーの向上とデジタルファーストによるコミュニティづくり,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/25-4.pdf,,,
京都府,実装部門（上記を除く市）,子どもたちが住みつづけるまち創造事業（電子書籍を活用した子育て支援拠点の構築）,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/26-2.pdf,,,
京都府,実装部門（町・村）,いねばん×いねタク～行政情報配信システムを活用したドアツードアのオンデマンド交通～,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/26-3.pdf,https://nettv.gov-online.go.jp/prg/prg24675.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024675.png,全世帯にタブレット端末いねばんを配備し、行政情報を配信しています。この端末を活用し、従来のコミュニティバスよりも利便性が高いドアツードアのオンデマンド交通いねタクを実装しました。伊根町は、デジタルを活用した『先進的な少数社会』を目指します。
京都府,アイデア部門,ブランド京野菜「万願寺甘とう」データを活用したスマート栽培による持続可能な産地づくり,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/26-4.pdf,,,
大阪府,実装部門（指定都市・中核市・施行時特例市等）,『とよなかデジタル・ガバメント戦略』の推進,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/27-1.pdf,,,
大阪府,実装部門（上記を除く市）,地域住民の生活の質を高める移動支援、南花台モビリティ「クルクル」,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/27-2.pdf,,,
大阪府,実装部門（町・村）,コンパクトスマートシティ実現に向けた公民連携による取り組み,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/27-3.pdf,,,
大阪府,アイデア部門,あんしん睡眠サポート事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/27-4.pdf,https://nettv.gov-online.go.jp/prg/prg24677.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024677.png,一人暮らしの高齢者等を対象に、睡眠リズムを見える化するシート型センサー機器を導入し、ご本人やご家族等への睡眠リズムのレポート配信、保健師等による電話での健康アドバイスを通じ、高齢者の健康管理や見守り支援、病気の早期発見をめざす実証です。
兵庫県,実装部門（指定都市・中核市・施行時特例市等）,ICTを活用した安全・安心に係るスマートシティの取組,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/28-1.pdf,,,
兵庫県,実装部門（上記を除く市）,ＩＣＴを活用した飛び地自治体連携による健康ポイントプログラム,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/28-2.pdf,,,
兵庫県,アイデア部門,高齢者、障害者、子育て世帯に優しいオンライン相談・手続窓口「遠隔行政窓口」の導入,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/28-4.pdf,,,
奈良県,実装部門（指定都市・中核市・施行時特例市等）,GISを活用した道路損傷等通報システムの構築・運用,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/29-1.pdf,,,
奈良県,実装部門（上記を除く市）,メタバースを用いた産業振興～あつまれ便利な田舎～,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/29-2.pdf,,,
奈良県,実装部門（町・村）,オンデマンド交通サービス支援システム,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/29-3.pdf,,,
奈良県,アイデア部門,BLEタグを活用した地域協働見守りサービス,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/29-4.pdf,,,
和歌山県,実装部門（指定都市・中核市・施行時特例市等）,IoT/ICT を活用した子供の見守り事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/30-1.pdf,,,
和歌山県,実装部門（上記を除く市）,紀伊半島における交通・観光のデジタル化事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/30-2.pdf,,,
和歌山県,アイデア部門,耐災害ネットワークを活用した転職なき移住の実現,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/30-4.pdf,,,
鳥取県,実装部門（指定都市・中核市・施行時特例市等）,ライブカメラやＧＰＳを活用した道路状況の見える化,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/31-1.pdf,,,
鳥取県,実装部門（上記を除く市）,スマート窓口システムの構築,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/31-2.pdf,https://nettv.gov-online.go.jp/prg/prg24670.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024670.png,"出生や引っ越しなどのライフイベントに伴う手続を簡単、便利に！！　
データとデジタル技術を活用し、システムで分かることは「書かせない」、必要な手続を表示して「迷わせない」、データを連携し「何度も聞かない」を実現したスマート窓口を開設しました。"
鳥取県,実装部門（町・村）,智頭Miraizeプロジェクト,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/31-3.pdf,,,
鳥取県,アイデア部門,【八頭町×Google×隼Lab.】ノーコードから始める！八頭町まるごとＤＸ推進,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/31-4.pdf,https://nettv.gov-online.go.jp/prg/prg24668.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024668.png,ノーコードで様々なアプリを自作することを手始めに、八頭町が目指す「持続可能な田舎の未来」へ挑戦します。
島根県,実装部門（指定都市・中核市・施行時特例市等）,高齢者による高齢者のためのスマホ教室,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/32-1.pdf,,,
島根県,実装部門（上記を除く市）,“チームルピナス”（LINEを利用した情報共有）プロジェクト,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/32-2.pdf,,,
島根県,実装部門（町・村）,阿井地区集落営農組織等連携の取組み,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/32-3.pdf,,,
島根県,アイデア部門,ＩＣＴでつながるまめな高齢者応援事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/32-4.pdf,,,
岡山県,実装部門（指定都市・中核市・施行時特例市等）,中小企業デジタル化推進事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/33-1.pdf,,,
岡山県,実装部門（上記を除く市）,ＩＣＴ教育の実践によるデジタル人材の育成,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/33-2.pdf,,,
岡山県,アイデア部門,デジタル技術を活用した健康無関心層を含む市民の健康生活習慣化事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/33-4.pdf,,,
広島県,実装部門（指定都市・中核市・施行時特例市等）,びんごデジタルラボを中心とした中小企業のデジタル化支援,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/34-1.pdf,,,
広島県,実装部門（上記を除く市）,「アナログ×デジタル」で高齢者簡単予約とコロナワクチン迅速処理の実現,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/34-2.pdf,https://nettv.gov-online.go.jp/prg/prg24682.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024682.png,電話とインターネットで開始したコロナワクチン接種予約は「ネット予約が分からない」「電話がつながらない」という大きな不満を残し第１クールを終了した。そこで三原市では高齢者に優しい接種予約のため，「アナログ×デジタル」の挑戦を開始した。
広島県,実装部門（町・村）,ドローンを活用した「地産地防」の仕組みの構築,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/34-3.pdf,,,
広島県,アイデア部門,衛星データ×AIとドローンによるデジタル農地台帳,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/34-4.pdf,,,
山口県,実装部門（指定都市・中核市・施行時特例市等）,ＳＮＳ事業者・大学と連携したデジタル活用支援教材の共同開発,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/35-1.pdf,,,
山口県,実装部門（上記を除く市）,美祢市公設塾「mineto（みねと）」、デジタルで「フミダス！」,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/35-2.pdf,,,
山口県,実装部門（町・村）,携帯ショップはないけれどデジタル田布施を目指す！高齢者等向けスマートフォン教室の開催,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/35-3.pdf,,,
山口県,アイデア部門,スマホで完結！粗大ごみ申込の市民負担を減らすツールの協働開発,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/35-4.pdf,,,
徳島県,実装部門（指定都市・中核市・施行時特例市等）,阿波おどり未来につなぐプロジェクト（新たな時代を見据えた阿波おどり開催による関係人口の拡大）,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/36-1.pdf,,,
徳島県,実装部門（上記を除く市）,母子保健事業における電子母子手帳サービスを活用した子育て支援,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/36-2.pdf,https://nettv.gov-online.go.jp/prg/prg24696.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024696.png,「子育てするなら阿波市」の実現のため、母子手帳アプリ「ぽかぽか」を導入し、妊娠、出産、子育てまでの各段階を切れ目なくサポートしています。アプリを活用し、思い出や記録を家族で共有もでき、育児情報を手軽に入手することができます。
徳島県,実装部門（町・村）,Society5.0実装化エリア創出事業（東みよし町いちご・いい知恵事業）,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/36-3.pdf,,,
徳島県,アイデア部門,“リスキリング×テレワーク”で地方に都市部企業のお仕事誘致！,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/36-4.pdf,,,
香川県,実装部門（指定都市・中核市・施行時特例市等）,IoT防災スクラム～データ連携！自治体広域連携！！～,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/37-1.pdf,https://nettv.gov-online.go.jp/prg/prg24679.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024679.PNG,来たるべき時に備えて。高松市の“IoT防災スクラム”で、各種収集したデータの連携・近隣市町との広域連携、様々な連携がより強固な防災へとつながる。これがデジタルを活用した、新たな防災のカタチ。
愛媛県,実装部門（指定都市・中核市・施行時特例市等）,地域子育て支援拠点事業でのオンラインサービスを活用した子育て支援,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/38-1.pdf,,,
愛媛県,実装部門（上記を除く市）,宇和島ライフに欠かせない多機能スマホアプリ「伊達なうわじま安心ナビ」,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/38-2.pdf,https://nettv.gov-online.go.jp/prg/prg24674.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024674.png,市民や観光客の皆さまが、宇和島ライフを安心・安全で楽しく過ごすことができるよう、多機能スマホアプリ「伊達なうわじま安心ナビ」を活用して「防災・健康・子育て・観光」をサポートします！
愛媛県,実装部門（町・村）,コロナ禍でも持続可能、ぎょしょく教育活動のＤＸ,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/38-3.pdf,https://nettv.gov-online.go.jp/prg/prg24653.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024653.png,真鯛を３枚におろす疑似体験ができるアプリケーション等をほぼ0円で制作し、社会環境が変化しても持続可能なぎょしょく教育のDXへ取り組み、その結果、海外でも利用され、教育、産業、観光、環境への振興を果たし、地域への愛着等を育んでいます。
愛媛県,アイデア部門,【グローカル最前線】平均年齢７６歳の超高齢化・限界集落から生まれた顔パス・キャッシュレス,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/38-4.pdf,,,
高知県,実装部門（指定都市・中核市・施行時特例市等）,電子地域ポイントシステムを活用した鏡川清流保全,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/39-1.pdf,,,
高知県,実装部門（上記を除く市）,自動運転技術を活用したサステナブルな公共交通のあり方検討,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/39-2.pdf,,,
高知県,実装部門（町・村）,日本で初めてスマホ普及率100％を目指す「村まるごとデジタル化事業」,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/39-3.pdf,,,
高知県,アイデア部門,ドローンを活用した安心・安全・いきいきと暮らせるまちづくりプロジェクト,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/39-4.pdf,,,
福岡県,実装部門（指定都市・中核市・施行時特例市等）,北九州市ＤＸ推進プラットフォーム創設、北九州市ロボット・ＤＸ推進センター開所等による市内中小企業のＤＸ支援の加速化,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/40-1.pdf,,,
福岡県,実装部門（上記を除く市）,有害鳥獣捕獲わな監視システム,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/40-2.pdf,,,
福岡県,実装部門（町・村）,ＩｏＴを活用した子ども見守り事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/40-3.pdf,,,
福岡県,アイデア部門,高齢者へのスマホ端末貸与によるデジタルデバイド解消事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/40-4.pdf,,,
佐賀県,実装部門（指定都市・中核市・施行時特例市等）,ＳＡＧＡスマート街なかプロジェクト,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/41-1.pdf,https://nettv.gov-online.go.jp/prg/prg24683.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024683.png,ＳＡＧＡスマート街なかプロジェクトでは、ＡＩ／ＩｏＴといったデジタル技術を使って、楽しく快適に過ごすことができる中心市街地を「みんなで考え、みんなで創る」ため、未来志向の街づくりを展開しています。合言葉は『ミライをサガに実装しよう！』
佐賀県,実装部門（上記を除く市）,ドローンを活用した地域課題解決実証事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/41-2.pdf,,,
佐賀県,実装部門（町・村）,ドローンを活用した作付け確認の取り組み,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/41-3.pdf,,,
長崎県,実装部門（指定都市・中核市・施行時特例市等）,「スマート・スクール・ＳＡＳＥＢＯ」ＶＩＳＩＯＮの推進,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/42-1.pdf,,,
長崎県,実装部門（上記を除く市）,Ｓｏｃｉｅｔｙ５．０で活躍するデジタル人材創出事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/42-2.pdf,,,
長崎県,実装部門（町・村）,モビリティサービスを軸とした次世代型生活モデル形成事業（SmartGOTO事業）,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/42-3.pdf,,,
長崎県,アイデア部門,障害者の新たな働き方応援プロジェクト―分身ロボットでつながる優しいコミュニケーション―,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/42-4.pdf,,,
熊本県,実装部門（指定都市・中核市・施行時特例市等）,新たな日常におけるデジタル市役所推進事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/43-1.pdf,,,
熊本県,実装部門（上記を除く市）,AIオンデマンドタクシー「おもやいタクシー」運行事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/43-2.pdf,,,
熊本県,アイデア部門,被災地等におけるインフラ復旧情報のデジタルマップ化,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/43-4.pdf,,,
大分県,実装部門（指定都市・中核市・施行時特例市等）,大分都市広域圏内での、公共施設の相互利用の促進,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/44-1.pdf,,,
大分県,実装部門（上記を除く市）,うすき石仏ねっと,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/44-2.pdf,,,
大分県,実装部門（町・村）,玖珠町ジュニアICTリーダー事業（JIL）,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/44-3.pdf,,,
大分県,アイデア部門,ドローンを活用した物流と新たな観光資源の開発,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/44-4.pdf,,,
宮崎県,実装部門（上記を除く市）,デジタル化こそアナログで！～誰一人取り残されないデジタル社会実現プロジェクト～,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/45-2.pdf,,,
宮崎県,実装部門（町・村）,デジタル・フレンドリー事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/45-3.pdf,https://nettv.gov-online.go.jp/prg/prg24686.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024686.jpg,「デジタルと友だちになり、デジタルで友だちを増やす町」をコンセプトに行っているデジタル・フレンドリー事業。町のみなさんと一緒に企画から運用まで１年間で行ってきました。デジタルデバイドの解消を最重要視しています。
宮崎県,アイデア部門,安心と温もりの市民参加型GISクラウドサービス構築事業（３Ｄ都市モデルを活用した都市マネジメント）,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/45-4.pdf,,,
鹿児島県,実装部門（指定都市・中核市・施行時特例市等）,ＩＣＴを活用したスマートで快適な図書館サービス,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/46-1.pdf,,,
鹿児島県,実装部門（上記を除く市）,ほーらしゃ券販売業務のＤＸ,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/46-2.pdf,,,
鹿児島県,実装部門（町・村）,地域のNPO法人が繋ぐデジタルの学び合い,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/46-3.pdf,,,
鹿児島県,アイデア部門,NAGASHIMA DIGITAL SCHOOL PROJECT,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/46-4.pdf,https://nettv.gov-online.go.jp/prg/prg24680.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024680.png,鹿児島県長島町はデジタルの力を活用し町を大きく変えようとしています。第一弾は町のシンボルであるマンダリンセンターを改修し、町内外とを繋ぐコミュニティスペースやテレワークスペース、子供たちが都市圏と同等の教育を受けられる場所にします。
沖縄県,実装部門（上記を除く市）,創業支援及びデジタル人材育成によるスタートアップエコシステムの形成,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/47-2.pdf,,,
沖縄県,アイデア部門,デジタル総合窓口を活用した地域内外のオンライン関係人口の拡大,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/47-4.pdf,,,
